Code,Area,Year,Measure,Value,
E09000031,Waltham Forest,Year ending Mar 2005,Median,"190,000",
E09000032,Wandsworth,Year ending Mar 2005,Median,"265,000",
E09000033,Westminster,Year ending Mar 2005,Median,"350,000",
E12000001,North East,Year ending Mar 2005,Median,"99,950",
E12000002,North West,Year ending Mar 2005,Median,"111,998",
E12000003,Yorkshire And The Humber,Year ending Mar 2005,Median,"114,950",
E12000004,East Midlands,Year ending Mar 2005,Median,"129,500",
E12000005,West Midlands,Year ending Mar 2005,Median,"130,000",
E12000006,East of England,Year ending Mar 2005,Median,"165,000",
E12000007,London,Year ending Mar 2005,Median,"225,000",
E12000008,South East,Year ending Mar 2005,Median,"188,000",
E12000009,South West,Year ending Mar 2005,Median,"167,000",
E92000001,England,Year ending Mar 2005,Median,"155,000",
W92000025,Wales,Year ending Mar 2005,Median,"119,950",
K04000022,England And Wales,Year ending Mar 2005,Median,"153,000",
E09000001,City of London,Year ending Jun 2005,Median,"298,725",
E09000002,Barking and Dagenham,Year ending Jun 2005,Median,"164,000",
E09000003,Barnet,Year ending Jun 2005,Median,"249,950",
E09000004,Bexley,Year ending Jun 2005,Median,"180,000",
E09000005,Brent,Year ending Jun 2005,Median,"230,000",
E09000006,Bromley,Year ending Jun 2005,Median,"228,000",
E09000007,Camden,Year ending Jun 2005,Median,"315,000",
E09000008,Croydon,Year ending Jun 2005,Median,"190,000",
E09000009,Ealing,Year ending Jun 2005,Median,"237,000",
E09000010,Enfield,Year ending Jun 2005,Median,"200,000",
E09000011,Greenwich,Year ending Jun 2005,Median,"194,000",
E09000012,Hackney,Year ending Jun 2005,Median,"220,000",
E09000013,Hammersmith and Fulham,Year ending Jun 2005,Median,"310,000",
E09000014,Haringey,Year ending Jun 2005,Median,"220,000",
E09000015,Harrow,Year ending Jun 2005,Median,"249,000",
E09000016,Havering,Year ending Jun 2005,Median,"192,000",
E09000017,Hillingdon,Year ending Jun 2005,Median,"217,000",
E09000018,Hounslow,Year ending Jun 2005,Median,"220,000",
E09000019,Islington,Year ending Jun 2005,Median,"261,000",
E09000020,Kensington and Chelsea,Year ending Jun 2005,Median,"460,000",
E09000021,Kingston upon Thames,Year ending Jun 2005,Median,"240,000",
E09000022,Lambeth,Year ending Jun 2005,Median,"224,500",
E09000023,Lewisham,Year ending Jun 2005,Median,"183,700",
E09000024,Merton,Year ending Jun 2005,Median,"230,000",
E09000025,Newham,Year ending Jun 2005,Median,"191,000",
E09000026,Redbridge,Year ending Jun 2005,Median,"220,000",
E09000027,Richmond upon Thames,Year ending Jun 2005,Median,"295,000",
E09000028,Southwark,Year ending Jun 2005,Median,"233,000",
E09000029,Sutton,Year ending Jun 2005,Median,"196,000",
E09000030,Tower Hamlets,Year ending Jun 2005,Median,"240,000",
E09000031,Waltham Forest,Year ending Jun 2005,Median,"195,000",
E09000032,Wandsworth,Year ending Jun 2005,Median,"270,000",
E09000033,Westminster,Year ending Jun 2005,Median,"357,500",
E12000001,North East,Year ending Jun 2005,Median,"101,000",
E12000002,North West,Year ending Jun 2005,Median,"115,000",
E12000003,Yorkshire And The Humber,Year ending Jun 2005,Median,"116,000",
E12000004,East Midlands,Year ending Jun 2005,Median,"130,000",
E12000005,West Midlands,Year ending Jun 2005,Median,"132,950",
E12000006,East of England,Year ending Jun 2005,Median,"167,500",
E12000007,London,Year ending Jun 2005,Median,"225,995",
E12000008,South East,Year ending Jun 2005,Median,"190,000",
E12000009,South West,Year ending Jun 2005,Median,"169,950",
E92000001,England,Year ending Jun 2005,Median,"157,000",
W92000026,Wales,Year ending Jun 2005,Median,"121,950",
K04000023,England And Wales,Year ending Jun 2005,Median,"155,000",
E09000001,City of London,Year ending Sep 2005,Median,"305,000",
E09000002,Barking and Dagenham,Year ending Sep 2005,Median,"163,000",
E09000003,Barnet,Year ending Sep 2005,Median,"250,000",
E09000004,Bexley,Year ending Sep 2005,Median,"181,000",
E09000005,Brent,Year ending Sep 2005,Median,"235,000",
E09000006,Bromley,Year ending Sep 2005,Median,"229,995",
E09000007,Camden,Year ending Sep 2005,Median,"320,000",
E09000008,Croydon,Year ending Sep 2005,Median,"193,000",
E09000009,Ealing,Year ending Sep 2005,Median,"237,000",
E09000010,Enfield,Year ending Sep 2005,Median,"200,000",
E09000011,Greenwich,Year ending Sep 2005,Median,"195,000",
E09000012,Hackney,Year ending Sep 2005,Median,"219,998",
E09000013,Hammersmith and Fulham,Year ending Sep 2005,Median,"317,000",
E09000014,Haringey,Year ending Sep 2005,Median,"223,000",
E09000015,Harrow,Year ending Sep 2005,Median,"249,000",
E09000016,Havering,Year ending Sep 2005,Median,"195,000",
E09000017,Hillingdon,Year ending Sep 2005,Median,"216,000",
E09000018,Hounslow,Year ending Sep 2005,Median,"219,950",
E09000019,Islington,Year ending Sep 2005,Median,"267,750",
E09000020,Kensington and Chelsea,Year ending Sep 2005,Median,"460,000",
E09000021,Kingston upon Thames,Year ending Sep 2005,Median,"240,000",
E09000022,Lambeth,Year ending Sep 2005,Median,"225,000",
E09000023,Lewisham,Year ending Sep 2005,Median,"185,000",
E09000024,Merton,Year ending Sep 2005,Median,"230,000",
E09000025,Newham,Year ending Sep 2005,Median,"195,000",
E09000026,Redbridge,Year ending Sep 2005,Median,"221,000",
E09000027,Richmond upon Thames,Year ending Sep 2005,Median,"295,000",
E09000028,Southwark,Year ending Sep 2005,Median,"237,000",
E09000029,Sutton,Year ending Sep 2005,Median,"199,000",
E09000030,Tower Hamlets,Year ending Sep 2005,Median,"240,000",
E09000031,Waltham Forest,Year ending Sep 2005,Median,"197,250",
E09000032,Wandsworth,Year ending Sep 2005,Median,"270,100",
E09000033,Westminster,Year ending Sep 2005,Median,"369,000",
E12000001,North East,Year ending Sep 2005,Median,"105,000",
E12000002,North West,Year ending Sep 2005,Median,"116,000",
E12000003,Yorkshire And The Humber,Year ending Sep 2005,Median,"118,000",
E12000004,East Midlands,Year ending Sep 2005,Median,"130,500",
E12000005,West Midlands,Year ending Sep 2005,Median,"133,000",
E12000006,East of England,Year ending Sep 2005,Median,"168,950",
E12000007,London,Year ending Sep 2005,Median,"228,000",
E12000008,South East,Year ending Sep 2005,Median,"190,000",
